student_id,course,student_cohort,academic_status,failed_subjects,study_skills(attended),referral,pp_meeting,self_assessment,readiness_assessment_results,follow_up,follow_up_type,subject_1,subject_1_assess_1,subject_1_assess_2,subject_1_assess_3,subject_1_assess_4,attendance_1,learn_jcu_issues_1,lecturer_referral_1,subject_2,subject_2_assess_1,subject_2_assess_2,subject_2_assess_3,subject_2_assess_4,attendance_2,learn_jcu_issues_2,lecturer_referral_2,subject_3,subject_3_assess_1,subject_3_assess_2,subject_3_assess_3,subject_3_assess_4,attendance_3,learn_jcu_issues_3,lecturer_referral_3,comments,identified_issues,course_group,risk_assessments
465,bachelor of information technology,New,Satisfactory,0,Studiocity,Other,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,CP1401,65.2,68.1,69.8,54.3,62.9,Access,Non Submission,CP1402,70.6,79.8,57.3,68.0,54.7,No Access,Concern for Welfare,CP1404,33.6,66.0,73.6,72.0,68.3,Access,Attendance,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,No Issue Reported,IT,Medium
466,master of professional accounting,SRI to JCUB,Satisfactory,0,Studiocity,Other,Rescheduled,,L/G:9/10 N:5/10 R:8/10,No,No Reply,CO5117,72.9,61.4,36.0,66.4,79.5,Access,Concern for Welfare,CO5103,69.6,70.1,66.5,69.8,73.3,No Access,Attendance,CO5109,77.2,69.7,65.3,72.1,72.3,No Access,Concern for Welfare,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,No Issue Reported,Non-IT,Low
467,master of professional accounting,Transferred,Satisfactory,0,Essential Skills,Other,Rescheduled,,L/G:9/10 N:5/10 R:8/10,Yes,Email,CO5117,81.3,69.0,80.5,84.3,71.5,Access,Non Submission,CO5103,61.7,72.9,60.0,73.9,55.8,Access,Attendance,CO5109,74.7,94.4,67.7,61.4,67.9,No Access,Attendance,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,No Issue Reported,Non-IT,Low
468,master of professional accounting,Continuing,Satisfactory,0,Referencing,Enrollment,Booked,,L/G:9/10 N:5/10 R:8/10,No,No Reply,CO5117,75.7,80.1,67.7,67.8,67.2,Access,Concern for Welfare,CO5103,67.5,72.6,63.9,92.5,71.0,Access,Attendance,CO5109,86.5,80.8,64.8,54.0,73.9,No Access,Non Submission,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,No Issue Reported,Non-IT,Low
469,master of professional accounting,LOA,Satisfactory,0,Essential Skills,Lecturer,Booked,,L/G:9/10 N:5/10 R:8/10,No,Email,CO5117,65.0,62.1,2.3,76.0,80.0,No Access,Concern for Welfare,CO5103,74.5,81.0,81.9,86.9,73.7,Access,Concern for Welfare,CO5109,62.0,86.1,15.5,71.4,74.6,Access,Concern for Welfare,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,Death in Family,Non-IT,Low
470,master of professional accounting,New,Satisfactory,0,Studiocity,Student Advocate,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,CO5117,64.8,58.3,78.8,55.9,75.8,Access,Attendance,CO5103,59.6,87.2,38.0,74.7,65.9,Access,Attendance,CO5109,73.5,69.9,73.3,63.4,58.4,Access,Non Submission,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,No Issue Reported,Non-IT,Medium
471,master of professional accounting,Return to Study,Satisfactory,0,Writing,Other,Booked,,L/G:9/10 N:5/10 R:8/10,No,Email,CO5117,62.6,78.3,77.5,71.0,67.1,No Access,Attendance,CO5103,65.3,72.6,68.5,81.5,75.4,No Access,Non Submission,CO5109,57.6,69.2,92.1,67.8,58.1,Access,Concern for Welfare,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,No Issue Reported,Non-IT,Low
472,master of professional accounting,Return to Study,Conditional,2,Essential Skills and Reading,Student Counsellor,Booked,,L/G:9/10 N:5/10 R:8/10,No,Email,CO5117,43.8,49.4,48.1,52.2,42.2,Access,Concern for Welfare,CO5103,45.9,39.8,60.1,37.4,49.0,Access,Non Submission,CO5109,74.3,50.7,21.8,61.3,82.5,Access,Non Submission,booked to see a doctor. Week 5. Student contacted for low attendance. Reminded of the importance of attending classes. Week 7. Student contacted for missing submission due date. Referred to Counsellor for check in for wellbeing as the student advised mental health challenges.,Sickness,Non-IT,High
473,master of professional accounting,LOA,Satisfactory,0,4R Essential Skills,Student Advocate,Attended,,L/G:9/10 N:5/10 R:8/10,No,No Reply,CO5117,68.8,82.3,65.9,63.3,82.2,Access,Attendance,CO5103,78.3,34.8,80.0,74.1,70.3,Access,Concern for Welfare,CO5109,89.0,69.9,78.4,68.6,66.8,Access,Concern for Welfare,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,Poor Time Management,Non-IT,Low
474,master of professional accounting,LOA,Satisfactory,0,Referencing,Lecturer,Rescheduled,,L/G:9/10 N:5/10 R:8/10,No,F2F,CO5117,97.0,82.6,71.8,97.9,67.0,No Access,Concern for Welfare,CO5103,15.2,77.4,61.1,74.2,73.6,Access,Attendance,CO5109,97.4,80.7,80.3,67.8,81.3,Access,Concern for Welfare,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,No Issue Reported,Non-IT,Low
475,master of professional accounting,Transferred,Satisfactory,0,Writing,Student Counsellor,Not relevant,,L/G:9/10 N:5/10 R:8/10,Yes,Email,CO5117,65.0,66.5,54.3,61.7,65.5,Access,Concern for Welfare,CO5103,74.6,77.2,69.5,70.0,72.5,Access,Non Submission,CO5109,74.3,71.5,54.8,72.1,81.1,No Access,Concern for Welfare,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,No Issue Reported,Non-IT,Low
476,master of professional accounting,SRI to JCUB,Satisfactory,0,Essential Skills and Reading,Student Counsellor,Rescheduled,,L/G:9/10 N:5/10 R:8/10,Yes,F2F,CO5117,89.2,69.4,81.7,79.6,68.5,Access,Non Submission,CO5103,29.3,60.8,63.2,80.7,78.2,Access,Non Submission,CO5109,71.6,74.3,80.1,60.0,65.7,Access,Non Submission,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,No Issue Reported,Non-IT,Low
477,master of professional accounting,Return to Study,Satisfactory,0,Writing,Other,Booked,,L/G:9/10 N:5/10 R:8/10,Yes,Phone,CO5117,81.7,62.4,39.3,71.7,71.6,Access,Non Submission,CO5103,82.1,13.3,98.5,74.9,70.3,Access,Attendance,CO5109,56.6,74.6,31.5,96.8,79.6,No Access,Attendance,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,No Issue Reported,Non-IT,Low
478,master of professional accounting,New,Satisfactory,0,Essential Skills and Reading,Student Counsellor,Attended,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,CO5117,66.7,57.3,94.5,61.2,67.1,Access,Attendance,CO5103,62.8,72.4,79.8,59.0,73.0,No Access,Concern for Welfare,CO5109,55.6,79.3,69.3,93.6,67.2,Access,Attendance,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,No Issue Reported,Non-IT,Medium
479,master of professional accounting,Continuing,Satisfactory,0,Essential Skills,Student Counsellor,Attended,,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,CO5117,72.7,84.3,68.5,76.5,60.5,Access,Attendance,CO5103,70.7,72.3,62.7,4.5,82.3,Access,Non Submission,CO5109,63.2,64.7,70.3,57.5,76.0,Access,Non Submission,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,No Issue Reported,Non-IT,Low
480,master of professional accounting,New,Satisfactory,0,Referencing,Other,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,CO5117,64.9,58.8,79.8,71.2,59.0,Access,Attendance,CO5103,70.5,69.5,70.2,70.8,73.0,Access,Attendance,CO5109,62.1,52.6,60.1,79.6,67.9,Access,Concern for Welfare,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,No Issue Reported,Non-IT,Medium
481,master of professional accounting,First year,Satisfactory,0,Writing,Lecturer,Booked,,L/G:9/10 N:5/10 R:8/10,No,F2F,CO5117,69.6,68.4,69.7,59.0,65.8,No Access,Non Submission,CO5103,66.3,75.7,55.5,63.0,66.1,Access,Attendance,CO5109,61.3,67.6,69.6,5.7,63.1,Access,Attendance,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,No Issue Reported,Non-IT,Medium
482,master of professional accounting,First year,Satisfactory,0,Essential Skills,Enrollment,Rescheduled,,L/G:9/10 N:5/10 R:8/10,Yes,Email,CO5117,97.3,73.2,98.1,80.4,59.7,Access,Concern for Welfare,CO5103,64.4,72.8,60.1,61.3,63.0,No Access,Non Submission,CO5109,64.1,67.9,69.0,66.5,68.9,Access,Non Submission,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,No Issue Reported,Non-IT,Medium
483,master of professional accounting,LOA,Satisfactory,0,Writing,Lecturer,Booked,,L/G:9/10 N:5/10 R:8/10,Yes,Phone,CO5117,73.6,75.8,94.5,63.8,69.7,No Access,Non Submission,CO5103,85.4,17.0,70.8,77.3,58.5,Access,Attendance,CO5109,75.8,69.6,71.6,65.6,92.3,Access,Concern for Welfare,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,No Issue Reported,Non-IT,Low
484,master of professional accounting,Transferred,Satisfactory,0,Essential Skills,Student Advocate,Not relevant,,L/G:9/10 N:5/10 R:8/10,Yes,F2F,CO5117,91.7,63.6,70.1,25.3,71.6,No Access,Attendance,CO5103,67.4,65.0,68.3,68.8,76.0,Access,Non Submission,CO5109,70.6,77.2,59.7,77.9,73.5,Access,Concern for Welfare,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,No Issue Reported,Non-IT,Low
485,master of professional accounting,First year,Satisfactory,0,Essential Skills,Student Counsellor,Attended,,L/G:9/10 N:5/10 R:8/10,No,Email,CO5117,75.5,78.2,2.5,74.8,74.7,Access,Attendance,CO5103,77.2,68.6,66.4,69.5,64.7,Access,Concern for Welfare,CO5109,97.9,74.2,78.3,69.7,64.4,No Access,Concern for Welfare,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Late Enrollment,Non-IT,Medium
486,master of professional accounting,Return to Study,Satisfactory,0,Essential Skills and Reading,Enrollment,Rescheduled,,L/G:9/10 N:5/10 R:8/10,Yes,Email,CO5117,90.6,66.2,67.5,75.3,63.7,Access,Non Submission,CO5103,69.5,66.0,61.5,68.5,70.2,Access,Non Submission,CO5109,62.4,79.0,66.8,26.8,69.0,Access,Non Submission,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,No Issue Reported,Non-IT,Low
487,master of professional accounting,New,Satisfactory,0,Essential Skills,Student Advocate,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,CO5117,80.4,72.3,66.1,77.2,55.1,No Access,Non Submission,CO5103,78.1,70.7,70.6,75.4,72.6,No Access,Concern for Welfare,CO5109,73.4,93.6,50.7,69.0,60.2,Access,Attendance,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,No Issue Reported,Non-IT,Medium
488,master of professional accounting,New,Satisfactory,0,Referencing,Other,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,CO5117,67.8,90.6,73.5,69.4,56.1,Access,Attendance,CO5103,71.3,74.2,56.9,93.4,76.9,Access,Attendance,CO5109,63.3,67.2,69.9,91.0,57.0,Access,Non Submission,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,Late Enrollment,Non-IT,Medium
489,master of professional accounting,LOA,Academic Caution,0,Essential Skills,Student Advocate,Booked,,L/G:9/10 N:5/10 R:8/10,No,F2F,CO5117,72.7,73.5,49.8,54.2,68.2,Access,Non Submission,CO5103,65.8,53.2,85.6,53.2,61.4,Access,Concern for Welfare,CO5109,47.7,43.0,62.0,59.2,47.3,Access,Attendance,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Sickness,Non-IT,Medium
490,master of professional accounting,SRI to JCUB,Satisfactory,0,Writing,Student Counsellor,Attended,,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,CO5117,67.3,90.2,72.6,71.2,61.4,Access,Concern for Welfare,CO5103,77.5,59.0,76.3,75.1,66.8,No Access,Attendance,CO5109,67.8,76.5,70.9,60.1,73.6,No Access,Non Submission,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,No Issue Reported,Non-IT,Low
491,master of professional accounting,SRI to JCUB,Satisfactory,0,Studiocity,Lecturer,Attended,,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,CO5117,84.2,72.4,92.8,67.8,72.9,Access,Attendance,CO5103,63.3,91.3,81.7,68.2,69.5,Access,Concern for Welfare,CO5109,81.1,69.5,67.8,75.9,81.9,Access,Non Submission,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,Late Enrollment,Non-IT,Low
492,master of professional accounting,Continuing,Satisfactory,0,Essential Skills and Reading,Other,Rescheduled,,L/G:9/10 N:5/10 R:8/10,Yes,F2F,CO5117,83.6,56.3,71.8,87.3,69.4,No Access,Concern for Welfare,CO5103,69.4,61.3,74.2,68.0,65.2,Access,Attendance,CO5109,30.8,79.8,83.4,73.9,68.4,Access,Concern for Welfare,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Mental Health,Non-IT,Low
493,master of professional accounting,LOA,Satisfactory,0,Referencing,Student Advocate,Rescheduled,,L/G:9/10 N:5/10 R:8/10,No,F2F,CO5117,56.0,94.4,73.0,72.4,68.7,No Access,Concern for Welfare,CO5103,94.6,66.9,64.8,67.9,56.0,Access,Concern for Welfare,CO5109,85.4,72.2,69.2,73.4,71.9,No Access,Concern for Welfare,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,No Issue Reported,Non-IT,Low
494,master of professional accounting,Continuing,Satisfactory,0,Essential Skills and Reading,Student Counsellor,Not relevant,,L/G:9/10 N:5/10 R:8/10,Yes,F2F,CO5117,64.0,73.0,73.9,81.9,56.5,Access,Attendance,CO5103,67.2,78.0,62.8,66.6,71.7,Access,Concern for Welfare,CO5109,67.4,66.8,78.0,77.3,66.1,Access,Attendance,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Death in Family,Non-IT,Low
495,master of professional accounting,Excluded,Excluded,4,Writing,Enrollment,Booked,,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,CO5117,0.0,0.0,0.0,0.0,85.4,No Access,Concern for Welfare,CO5103,0.0,0.0,0.0,0.0,51.2,No Access,Concern for Welfare,CO5109,0.0,0.0,0.0,0.0,28.8,Access,Concern for Welfare,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Poor Time Management,Non-IT,High
496,master of professional accounting,SRI to JCUB,Satisfactory,0,Essential Skills,Enrollment,Not relevant,,L/G:9/10 N:5/10 R:8/10,No,Phone,CO5117,86.3,65.2,69.8,76.4,80.5,Access,Non Submission,CO5103,77.7,68.6,71.4,58.3,75.7,Access,Attendance,CO5109,72.8,56.8,70.8,81.5,75.7,No Access,Attendance,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,No Issue Reported,Non-IT,Low
497,master of professional accounting,LOA,Satisfactory,0,Referencing,Student Counsellor,Not relevant,,L/G:9/10 N:5/10 R:8/10,Yes,F2F,CO5117,66.8,68.1,78.2,72.6,59.4,Access,Attendance,CO5103,75.1,72.8,74.1,90.1,69.5,Access,Non Submission,CO5109,70.9,68.4,74.6,82.0,95.5,Access,Non Submission,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,No Issue Reported,Non-IT,Low
498,master of professional accounting,LOA,Satisfactory,0,4R Essential Skills,Lecturer,Booked,,L/G:9/10 N:5/10 R:8/10,No,F2F,CO5117,71.6,65.3,77.5,94.6,81.9,Access,Concern for Welfare,CO5103,66.4,71.5,16.6,78.7,76.8,Access,Attendance,CO5109,71.4,66.0,60.3,59.7,80.9,Access,Concern for Welfare,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,No Issue Reported,Non-IT,Low
499,master of professional accounting,LOA,Satisfactory,0,Writing,Student Counsellor,Rescheduled,,L/G:9/10 N:5/10 R:8/10,No,F2F,CO5117,71.3,70.5,95.4,67.1,75.8,Access,Non Submission,CO5103,59.6,74.6,73.7,64.6,63.9,Access,Concern for Welfare,CO5109,79.0,62.4,68.8,68.9,75.0,Access,Concern for Welfare,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Mental Health,Non-IT,Low
500,master of professional accounting,SRI to JCUB,Satisfactory,0,Writing,Student Advocate,Not relevant,,L/G:9/10 N:5/10 R:8/10,No,No Reply,CO5117,81.1,65.6,64.9,32.8,70.3,Access,Attendance,CO5103,68.1,76.4,93.8,73.0,69.2,Access,Non Submission,CO5109,95.8,80.4,75.4,76.7,67.4,No Access,Non Submission,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,No Issue Reported,Non-IT,Low
501,master of professional accounting,Continuing,Satisfactory,0,Referencing,Lecturer,Rescheduled,,L/G:9/10 N:5/10 R:8/10,No,Phone,CO5117,71.4,69.4,69.6,74.2,77.5,Access,Non Submission,CO5103,70.2,71.8,72.9,73.9,74.9,Access,Non Submission,CO5109,72.3,63.9,82.3,78.1,55.7,Access,Attendance,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,No Issue Reported,Non-IT,Low
502,master of professional accounting,Continuing,Satisfactory,0,Referencing,Student Counsellor,Attended,,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,CO5117,0.1,73.6,84.4,72.7,50.1,No Access,Attendance,CO5103,74.0,78.9,72.4,54.2,73.0,Access,Non Submission,CO5109,61.5,70.7,70.9,5.4,90.9,No Access,Concern for Welfare,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,No Issue Reported,Non-IT,Medium
503,master of professional accounting,LOA,Satisfactory,0,Essential Skills,Other,Attended,,L/G:9/10 N:5/10 R:8/10,Yes,Phone,CO5117,74.0,67.3,69.6,14.8,74.1,Access,Attendance,CO5103,83.4,70.7,61.8,81.7,64.6,Access,Non Submission,CO5109,94.6,73.4,0.1,74.7,66.6,No Access,Non Submission,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Mental Health,Non-IT,Low
